26,6
14,27
7,75
9,48
2,18
22,46
3,30
17,41
1,9
26,90
7,43
1,60
5,41
9,82
22,18
9,43
9,49
17,129
9,17
3,65
7,2
3,7
9,18
6,15
7,69
4,55
26,15
17,94
17,79
22,43
22,22
18,13
4,32
1,22
6,25
14,62
1,48
7,29
4,58
4,10
2,108
18,56
2,52
2,58
5,20
3,25
2,38
26,72
1,152
17,160
1,162
3,17
26,39
5,46
1,107
26,123
6,17
1,190
3,36
7,1
5,66
13,23
22,39
4,113
3,45
26,76
2,23
26,82
14,35
2,74
3,54
26,68
1,117
4,93
17,100
17,81
2,48
17,80
18,39
7,56
4,6
17,48
1,8
1,128
10,20
7,24
2,19
18,21
2,22
1,148
17,7
10,32
4,3
26,8
1,11
1,184
3,58
3,55
9,4
7,58
17,171
9,54
1,74
3,62
18,70
2,68
17,92
3,34
5,8
17,156
10,26
7,52
4,70
4,86
1,32
17,118
14,53
14,4
1,103
26,41
26,25
9,85
17,67
4,61
5,79
18,1
17,17
1,118
3,14
13,9
4,59
5,36
22,36
14,15
6,52
18,7
17,34
17,19
5,85
5,82
17,103
26,105
18,50
2,71
26,2
14,38
1,46
17,63
13,16
17,111
4,95
2,5
9,25
14,20
4,84
4,30
1,40
2,3
17,120
1,126
7,47
9,14
26,104
4,25
22,42
9,58
3,5
6,46
7,80
7,48
26,79
26,73
3,47
18,47
6,39
4,107
22,4
14,71
1,62
1,115
5,2
10,6
18,43
18,49
10,39
2,9
3,56
26,10
26,89
7,66
17,8
18,57
6,55
1,137
6,42
14,81
26,1
13,15
17,154
9,47
26,20
1,105
1,49
17,116
4,24
4,106
6,36
18,52
17,121
3,63
10,40
1,157
7,65
7,39
17,122
26,113
22,5
5,3
1,146
13,27
4,121
14,60
17,32
3,44
17,76
7,96
2,103
2,54
18,72
17,24
1,169
1,65
4,21
26,119
17,36
4,46
9,42
3,12
10,7
2,78
10,43
5,5
14,37
3,42
2,70
5,83
5,19
17,105
26,64
22,24
17,168
17,78
1,21
9,68
13,4
22,11
22,47
17,89
6,32
4,26
9,61
10,28
4,122
10,8
4,56
26,23
5,48
2,106
2,21
9,23
4,65
26,88
1,80
6,24
9,27
18,3
9,75
9,64
7,44
22,37
5,87
1,35
5,14
5,42
26,14
26,71
5,17
4,9
4,100
7,21
14,40
1,154
14,43
26,26
13,1
3,40
4,88
10,27
9,28
1,16
3,9
1,42
1,135
2,40
14,44
1,41
18,38
26,95
5,28
18,34
9,70
26,35
4,110
9,77
7,73
26,115
3,3
17,108
4,17
10,25
1,161
9,53
26,58
2,73
17,73
17,5
5,37
1,37
3,31
9,88
3,27
14,9
9,15
7,72
3,50
1,10
2,34
14,42
6,34
17,112
26,50
13,14
17,61
6,60
14,78
5,10
10,16
3,32
13,28
26,66
7,45
5,7
26,85
13,17
4,62
7,46
7,3
4,44
26,111
22,33
26,74
6,20
17,16
1,156
10,9
5,59
3,72
26,37
4,98
26,102
1,109
1,151
6,48
2,31
26,80
17,71
17,22
1,44
7,6
4,53
26,57
9,66
17,20
17,144
4,42
14,13
1,57
18,4
17,88
18,64
26,16
13,2
17,59
5,34
4,79
9,5
1,173
10,29
4,73
17,2
14,7
6,3
9,57
17,146
1,17
26,43
22,21
22,7
4,34
1,175
1,136
1,180
26,52
3,43
3,20
